image_path,video,t,hexbug,x,y,xmin,ymin,xmax,ymax,label
frames\training010\frame_000000.jpg,training010,0,0,561.5860373196119,567.3701317311427,531.5860373196119,537.3701317311427,591.5860373196119,597.3701317311427,1
frames\training010\frame_000000.jpg,training010,0,1,864.1627118644068,216.5240677966102,834.1627118644068,186.5240677966102,894.1627118644068,246.5240677966102,1
frames\training010\frame_000000.jpg,training010,0,2,1038.71186440678,568.1159322033899,1008.71186440678,538.1159322033899,1068.71186440678,598.1159322033899,1
frames\training010\frame_000001.jpg,training010,1,0,562.4420338983049,473.36067796610166,532.4420338983049,443.36067796610166,592.4420338983049,503.36067796610166,1
frames\training010\frame_000001.jpg,training010,1,1,816.7850847457629,139.22372881355932,786.7850847457629,109.22372881355932,846.7850847457629,169.22372881355932,1
frames\training010\frame_000001.jpg,training010,1,2,1031.231186440678,513.2576271186442,1001.231186440678,483.2576271186442,1061.231186440678,543.2576271186442,1
frames\training010\frame_000002.jpg,training010,2,0,582.3905084745761,346.1891525423728,552.3905084745761,316.1891525423728,612.3905084745761,376.1891525423728,1
frames\training010\frame_000002.jpg,training010,2,1,771.9010169491527,74.39118644067793,741.9010169491527,44.39118644067793,801.9010169491527,104.39118644067791,1
frames\training010\frame_000002.jpg,training010,2,2,1023.7505084745763,408.5281355932205,993.7505084745763,378.5281355932205,1053.7505084745762,438.5281355932205,1
frames\training010\frame_000003.jpg,training010,3,0,679.6393220338981,251.4338983050847,649.6393220338981,221.4338983050847,709.6393220338981,281.4338983050847,1
frames\training010\frame_000003.jpg,training010,3,1,692.1071186440679,99.32677966101691,662.1071186440679,69.32677966101691,722.1071186440679,129.32677966101693,1
frames\training010\frame_000003.jpg,training010,3,2,1046.1925423728817,306.29220338983055,1016.1925423728816,276.29220338983055,1076.1925423728817,336.29220338983055,1
frames\training010\frame_000004.jpg,training010,4,0,765.4382616876755,192.1265970933477,735.4382616876755,162.1265970933477,795.4382616876755,222.1265970933477,1
frames\training010\frame_000004.jpg,training010,4,1,607.3261016949153,134.23661016949154,577.3261016949153,104.23661016949154,637.3261016949153,164.23661016949154,1
frames\training010\frame_000004.jpg,training010,4,2,1036.218305084746,219.0176271186441,1006.218305084746,189.0176271186441,1066.218305084746,249.0176271186441,1
frames\training010\frame_000005.jpg,training010,5,0,864.1627118644066,151.69152542372876,834.1627118644066,121.69152542372876,894.1627118644066,181.6915254237288,1
frames\training010\frame_000005.jpg,training010,5,1,540.0,161.66576271186443,510.0,131.66576271186443,570.0,191.66576271186443,1
frames\training010\frame_000005.jpg,training010,5,2,1038.71186440678,134.23661016949154,1008.71186440678,104.23661016949154,1068.71186440678,164.23661016949154,1
frames\training010\frame_000006.jpg,training010,6,0,986.486441801939,134.12255652725224,956.486441801939,104.12255652725224,1016.486441801939,164.12255652725224,1
frames\training010\frame_000006.jpg,training010,6,1,501.65240179605655,190.6686626662537,471.65240179605655,160.6686626662537,531.6524017960566,220.6686626662537,1
frames\training010\frame_000006.jpg,training010,6,2,1036.218305084746,56.93627118644065,1006.218305084746,26.93627118644065,1066.218305084746,86.93627118644065,1
frames\training010\frame_000007.jpg,training010,7,0,938.1743171197296,61.44059904074293,908.1743171197296,31.44059904074293,968.1743171197296,91.44059904074294,1
frames\training010\frame_000007.jpg,training010,7,1,587.3776271186441,228.9918644067796,557.3776271186441,198.9918644067796,617.3776271186441,258.9918644067796,1
frames\training010\frame_000007.jpg,training010,7,2,1046.8566158812437,53.83102121900463,1016.8566158812436,23.831021219004636,1076.8566158812437,83.83102121900464,1
frames\training010\frame_000008.jpg,training010,8,0,982.2110325380264,53.744862365700754,952.2110325380264,23.744862365700754,1012.2110325380264,83.74486236570075,1
frames\training010\frame_000008.jpg,training010,8,1,682.1328813559322,238.96610169491527,652.1328813559322,208.96610169491527,712.1328813559322,268.96610169491527,1
frames\training010\frame_000008.jpg,training010,8,2,1048.7789985838876,52.86982986768244,1018.7789985838876,22.86982986768244,1078.7789985838876,82.86982986768244,1
frames\training010\frame_000009.jpg,training010,9,0,968.8922033898305,64.41694915254233,938.8922033898305,34.41694915254233,998.8922033898305,94.41694915254232,1
frames\training010\frame_000009.jpg,training010,9,1,764.4322102615353,221.42884091472112,734.4322102615353,191.42884091472112,794.4322102615353,251.42884091472112,1
frames\training010\frame_000009.jpg,training010,9,2,1048.6861016949156,66.91050847457626,1018.6861016949156,36.91050847457626,1078.6861016949156,96.91050847457626,1
frames\training010\frame_000010.jpg,training010,10,0,981.3599999999998,46.96203389830502,951.3599999999998,16.962033898305023,1011.3599999999998,76.96203389830502,1
frames\training010\frame_000010.jpg,training010,10,1,854.076158299926,183.05185662377613,824.076158299926,153.05185662377613,884.076158299926,213.05185662377613,1
frames\training010\frame_000010.jpg,training010,10,2,1048.6861016949156,66.91050847457626,1018.6861016949156,36.91050847457626,1078.6861016949156,96.91050847457626,1
frames\training010\frame_000011.jpg,training010,11,0,856.6820338983049,64.41694915254233,826.6820338983049,34.41694915254233,886.6820338983049,94.41694915254232,1
frames\training010\frame_000011.jpg,training010,11,1,841.7206779661018,281.35661016949155,811.7206779661018,251.35661016949155,871.7206779661018,311.35661016949155,1
frames\training010\frame_000011.jpg,training010,11,2,1048.6861016949156,66.91050847457626,1018.6861016949156,36.91050847457626,1078.6861016949156,96.91050847457626,1
frames\training010\frame_000012.jpg,training010,12,0,759.4332203389829,61.92338983050841,729.4332203389829,31.923389830508413,789.4332203389829,91.9233898305084,1
frames\training010\frame_000012.jpg,training010,12,1,820.679393344447,381.0888137281949,790.679393344447,351.0888137281949,850.679393344447,411.0888137281949,1
frames\training010\frame_000012.jpg,training010,12,2,1055.5073380431431,69.21008284015953,1025.5073380431431,39.21008284015953,1079.0,99.21008284015952,1
frames\training010\frame_000013.jpg,training010,13,0,754.446101694915,124.26237288135586,724.446101694915,94.26237288135586,784.446101694915,154.26237288135587,1
frames\training010\frame_000013.jpg,training010,13,1,807.2035057308327,377.280410706956,777.2035057308327,347.280410706956,837.2035057308327,407.280410706956,1
frames\training010\frame_000013.jpg,training010,13,2,1056.1667796610172,79.37830508474576,1026.1667796610172,49.37830508474576,1079.0,109.37830508474576,1
frames\training010\frame_000014.jpg,training010,14,0,739.4847457627117,129.24949152542365,709.4847457627117,99.24949152542364,769.4847457627117,159.24949152542365,1
frames\training010\frame_000014.jpg,training010,14,1,789.9192150959796,386.6549412207746,759.9192150959796,356.6549412207746,819.9192150959796,416.6549412207746,1
frames\training010\frame_000014.jpg,training010,14,2,1056.1667796610172,79.37830508474576,1026.1667796610172,49.37830508474576,1079.0,109.37830508474576,1
frames\training010\frame_000015.jpg,training010,15,0,741.9783050847456,76.8847457627118,711.9783050847456,46.8847457627118,771.9783050847456,106.8847457627118,1
frames\training010\frame_000015.jpg,training010,15,1,768.8265214398876,399.2519665987185,738.8265214398876,369.2519665987185,798.8265214398876,429.2519665987185,1
