,t,hexbug,x,y
0,0,0,307.9357798165138,843.5366972477065
1,1,0,262.43265794284025,864.6628498354447
2,2,0,227.69903988275968,848.0511194588844
3,3,0,202.02636566443925,825.3987598544841
4,4,0,134.06928685123813,771.0330968039232
5,5,0,103.86614071203763,763.4823102691231
6,6,0,111.3403482420361,769.1808165988646
7,7,0,66.11220803803701,802.7464002500836
8,8,0,46.48016304755669,873.7237936772048
9,9,0,52.520792275396786,991.5160636200867
10,10,0,40.43953381971659,1008.127793996647
11,11,0,117.89344962458455,1011.6455677531608
12,12,0,208.20907954895054,1041.6184341314352
13,13,0,333.26616259189,997.4315981229299
14,14,0,472.49638171302934,971.5864676273891
15,15,0,603.3894619646393,950.7436204535663
16,16,0,740.952253311873,953.2447621144252
17,17,0,885.1847557547296,958.2470454361426
18,18,0,1055.262388693127,980.7573203838714
19,19,0,1246.1828688053479,1005.7687369924595
20,20,0,1335.3902547093114,1034.948723035812
21,21,0,1293.7045603616648,1014.1058758619888
22,22,0,1253.6862937879243,1000.766453670742
23,23,0,1276.1965687356533,977.4224648360599
24,24,0,1149.472057918808,971.5864676273894
25,25,0,1091.945799719056,906.5567844450609
26,26,0,1085.2760886234323,894.8847900277199
27,27,0,1100.282938588585,924.0647760710724
28,28,0,1121.1257857624082,942.406481584037
29,29,0,1070.2692386582796,904.8893566711552
30,30,0,1071.9366664321853,934.0693427145077
31,31,0,1094.4469413799145,970.7527537404366
32,32,0,1091.1120858321028,957.4133315491897
33,33,0,1091.1120858321028,957.4133315491897
34,34,0,1082.7749469625735,958.2470454361426
35,35,0,1077.7726636408559,951.5773343405192
36,36,0,1097.7817969277262,992.4293148012127
37,37,0,1169.4811912056782,1009.1035925402713
38,38,0,1156.9754829013843,1001.6001675576949
39,39,0,1164.4789078839606,1004.9350231055066
40,40,0,1181.986899509972,999.0990258968361
41,41,0,1145.3034884840433,989.094459253401
42,42,0,1171.982332866537,993.2630286881656
43,43,0,1201.9960327968424,1008.2698786533183
44,44,0,1183.654327283878,1004.1013092185538
45,45,0,1140.3012051623257,987.4270314794951
46,46,0,1212.0005994402777,989.9281731403539
47,47,0,1252.0188660140184,986.5933175925422
48,48,0,1317.0485491963468,959.9144732100485
49,49,0,1312.0462658746292,960.7481870970014
50,50,0,1300.3742714572882,1015.7733036358948
51,51,0,1327.0531158397819,1010.7710203141771
52,52,0,1289.5359909269,1032.4475813749534
53,53,0,1287.0348492660414,1013.2721619750359
54,54,0,1296.2057020225234,976.5887509491071
55,55,0,1218.670310535901,991.5956009142598
56,56,0,1222.0051660837128,969.9190398534836
57,57,0,1130.2966385188906,899.8870733494375
58,58,0,1123.626927423267,862.3699484365557
59,59,0,1113.622360779832,920.7299205232607
60,60,0,1036.0869692932094,972.4201815143424
61,61,0,894.3556085112114,1011.6047342011304
62,62,0,741.7859671988253,1017.440731409801
63,63,0,565.0386231648042,938.2379121492727
64,64,0,550.8654870866044,914.0602094276378
65,65,0,612.5603147211211,889.0487928190498
66,66,0,681.7585673382141,836.5248179410154
67,67,0,769.2985254682717,798.1739791411807
68,68,0,883.5173279808232,738.1465792805697
69,69,0,1022.7475471019629,680.6203210808178
70,70,0,1184.4880411708311,592.2466490638074
71,71,0,1322.0508325180645,582.2420824203722
72,72,0,1327.886829726735,573.904943550843
73,73,0,1339.558824144076,557.2306658117843
74,74,0,1342.893679691887,588.9117935159959
75,75,0,1298.7068436833817,689.7911738373002
76,76,0,1300.3742714572877,796.5065513672748
77,77,0,1342.893679691887,934.0693427145079
78,78,0,1222.8388799706654,1029.1127258271417
79,79,0,1088.610944171244,999.0990258968362
80,80,0,946.4983332996485,1013.3510709611398
81,81,0,795.9773698507663,1000.7664536707416
82,82,0,660.0820062774392,938.2379121492727
83,83,0,569.2071925995701,879.0442261756145
84,84,0,628.400878573228,819.8505402019568
85,85,0,671.7540006947802,722.3060154284643
86,86,0,704.2688422859444,622.2603489941131
87,87,0,852.6699141635655,652.2740489244186
88,88,0,966.0550027891636,636.4334850723128
89,89,0,1122.793213536314,655.60890447223
90,90,0,1257.8548632226884,502.2055492728914
91,91,0,1346.2285352396989,372.14618290823483
92,92,0,1276.1965687356528,274.60165813474225
93,93,0,1196.993749475125,143.7085778831323
94,94,0,1135.2989218406083,67.00690028346287
95,95,0,1060.2646720148446,92.01831689205079
96,96,0,964.3916677808202,58.154625316421615
97,97,0,856.8384835983301,87.84974745728613
98,98,0,709.2711256076616,157.0480000743791
99,99,0,572.5420481473814,167.88628060476717
100,100,0,543.6009174311928,64.89908256880733
