,t,hexbug,x,y
0,0,0,1105.9082969432313,676.3231441048036
1,1,0,1174.5751822791112,708.5354599072612
2,2,0,1175.655021834061,752.4104803493451
3,3,0,1176.4115037162542,805.860496075835
4,4,0,1152.5393250333964,848.0958891301218
5,5,0,1147.1222707423578,920.4366812227075
6,6,0,1139.9857416014288,979.9985230911932
7,7,0,1128.1004366812226,1034.5676855895197
8,8,0,1061.5240174672488,1040.9082969432316
9,9,0,1026.8935099530208,1033.218396808091
10,10,0,953.7336244541484,1018.7161572052404
11,11,0,890.3275109170304,1015.5458515283846
12,12,0,836.4323144104802,1015.5458515283846
13,13,0,754.004366812227,993.3537117903933
14,14,0,700.1091703056768,1012.3755458515285
15,15,0,636.7030567685589,1006.0349344978168
16,16,0,585.9781659388645,980.6724890829697
17,17,0,516.2314410480349,948.9694323144107
18,18,0,455.99563318777297,898.2445414847163
19,19,0,411.6113537117904,853.8602620087339
20,20,0,364.05676855895194,790.4541484716159
21,21,0,386.2489082969432,730.2183406113538
22,22,0,421.1222707423581,657.3013100436683
23,23,0,468.6768558951965,587.5545851528385
24,24,0,500.3799126637554,517.8078602620088
25,25,0,513.8338856415014,434.9912831375628
26,26,0,547.9344978165938,365.6331877729259
27,27,0,582.8078602620086,308.5676855895198
28,28,0,645.2204488800933,227.10115143093006
29,29,0,719.1310043668121,188.09606986899567
30,30,0,776.1965065502183,159.5633187772926
31,31,0,846.4580963721137,140.61885664097088
32,32,0,925.2008733624452,115.1790393013101
33,33,0,1002.7914754155015,109.01955662156271
34,34,0,1064.6943231441046,96.1572052401747
35,35,0,1143.951965065502,118.34934497816599
36,36,0,1169.3144104803491,146.88209606986905
37,37,0,1162.4510965661952,188.8493671969097
38,38,0,1159.1248544588893,257.0373303966852
39,39,0,1153.4628820960697,314.90829694323156
40,40,0,1131.2707423580785,368.80349344978174
41,41,0,1124.9301310043666,451.2314410480351
42,42,0,1093.2270742358078,536.8296943231443
43,43,0,1061.5240174672488,606.576419213974
44,44,0,1052.013100436681,666.8122270742359
45,45,0,1086.8864628820959,720.7074235807862
46,46,0,1115.419213973799,793.6244541484717
47,47,0,1096.3973799126636,876.052401746725
48,48,0,1074.2052401746723,939.458515283843
49,49,0,1032.9912663755458,980.6724890829697
50,50,0,967.8659332887872,1030.388620345359
51,51,0,912.5196506550217,1012.3755458515285
52,52,0,829.8268858355831,983.8212308430732
53,53,0,773.0262008733623,990.1834061135372
54,54,0,709.6200873362444,958.4803493449784
55,55,0,655.7248908296942,923.6069868995636
56,56,0,590.1313973414337,884.8103731613635
57,57,0,549.3525238010316,831.6742652147788
58,58,0,519.4017467248907,771.4323144104806
59,59,0,497.2096069868996,708.0262008733627
60,60,0,481.38773456702785,631.4870678346223
61,61,0,440.14410480349346,574.873362445415
62,62,0,423.3087328579701,500.5003831290878
63,63,0,425.78017973920663,427.59270013261107
64,64,0,440.14410480349346,362.46288209606996
65,65,0,436.9737991266375,299.05676855895206
66,66,0,500.3799126637554,241.9912663755459
67,67,0,582.8078602620086,222.9694323144105
68,68,0,652.5545851528383,238.82096069869002
69,69,0,721.7240173481341,270.3422988259097
70,70,0,773.0262008733623,289.54585152838433
71,71,0,817.4104803493449,311.7379912663756
72,72,0,803.2169489771342,351.8352304549097
73,73,0,830.0917030567684,416.35807860262014
74,74,0,828.1637647819299,464.9274621033179
75,75,0,839.6026200873362,533.6593886462883
76,76,0,845.9432314410479,619.2576419213975
77,77,0,811.0698689956331,701.6855895196508
78,78,0,791.5751016015626,770.9417359754813
79,79,0,781.5963752796443,842.4559412825629
80,80,0,766.6855895196505,914.0960698689959
81,81,0,741.3231441048034,974.3318777292578
82,82,0,706.4497816593886,1009.2052401746727
83,83,0,649.3842794759825,996.5240174672491
84,84,0,589.1484716157204,980.6724890829697
85,85,0,522.5720524017466,980.6724890829697
86,86,0,458.6891916776968,943.4298701293178
87,87,0,414.78165938864623,885.5633187772927
88,88,0,385.7735645102156,812.5197623168078
89,89,0,414.78165938864623,736.5589519650657
90,90,0,449.6550218340611,663.6419213973801
91,91,0,452.825327510917,584.3842794759827
92,92,0,462.33624454148475,508.2969432314412
93,93,0,490.2884916971049,441.1673119260935
94,94,0,544.7641921397379,381.4847161572053
95,95,0,592.3187772925763,324.4192139737992
96,96,0,665.235807860262,267.35371179039305
97,97,0,719.1310043668121,229.31004366812235
98,98,0,776.3453129254315,208.3303644146651
99,99,0,807.8995633187772,213.45851528384284
100,100,0,807.9446129448395,259.88711707791
