,t,hexbug,x,y
0,0,0,568.8676127210393,638.3561578988194
1,1,0,520.2173164100445,692.3137592619228
2,2,0,461.83696083685084,744.5022589409898
3,3,0,436.18498641832633,844.4565040890336
4,4,0,462.7215116788688,951.4871559732225
5,5,0,560.9066551428764,1008.09840986238
6,6,0,636.9780275564319,1019.597570808615
7,7,0,713.0493999699872,939.1034441849692
8,8,0,769.6606538591448,878.0694360857212
9,9,0,822.7337043802299,934.6806899748788
10,10,0,895.2668734257131,885.1458428218659
11,11,0,920.9188478442372,753.3477673611706
12,12,0,964.2618391031235,714.4275303123748
13,13,0,970.4536949972501,628.6260986366203
14,14,0,983.7219576275218,543.7092178028839
15,15,0,982.8374067855036,454.36958275905715
16,16,0,982.8374067855036,369.4527019253212
17,17,0,985.491059311558,287.1894736176391
18,18,0,1044.7559657267698,260.6529483570965
19,19,0,1079.253448565475,233.2318722545358
20,20,0,1097.8290162478547,172.19786415528773
21,21,0,1096.0599145638187,81.08912742742483
22,22,0,1091.6371603537282,35.977034484502425
23,23,0,1091.6371603537282,23.593322696249217
24,24,0,1090.75260951171,23.593322696249217
25,25,0,1108.443626352072,41.28433953661094
26,26,0,1104.9054229839994,43.9379920626652
27,27,0,1101.3672196159273,40.39978869459286
28,28,0,1107.5590755100538,57.2062546929365
29,29,0,1104.0208721419813,43.9379920626652
30,30,0,1098.7135670898729,39.51523785257477
31,31,0,1104.9054229839994,34.20793280046625
32,32,0,1101.3672196159273,41.28433953661094
33,33,0,1104.0208721419813,45.707093746701375
34,34,0,1102.2517704579452,38.630687010556684
35,35,0,1102.2517704579452,38.630687010556684
36,36,0,1102.2517704579452,38.630687010556684
37,37,0,1104.9054229839994,51.89894964082798
38,38,0,1104.9054229839994,58.09080553495458
39,39,0,1104.9054229839994,79.32002574338865
40,40,0,1107.5590755100538,100.54924595182273
41,41,0,1104.9054229839994,135.9312796325462
42,42,0,1114.6354822461985,154.506847314926
43,43,0,1104.9054229839994,202.27259278390267
44,44,0,1087.214406143638,242.96193151673464
45,45,0,1091.6371603537282,290.7276769857113
46,46,0,1103.1363212999634,351.76168508495925
47,47,0,1107.7338207869552,410.4172551748551
48,48,0,1104.434337412653,464.30881695512824
49,49,0,1091.2364039154431,505.0024452381916
50,50,0,1085.7372649582724,543.4964179383868
51,51,0,1097.835370664048,581.990390638582
52,52,0,1085.7372649582724,617.1848799644746
53,53,0,1089.0367483325747,660.0781638304063
54,54,0,1080.2381260011016,723.8681757335869
55,55,0,1085.7372649582724,772.2605985566893
56,56,0,1046.143464466643,784.3587042624649
57,57,0,1041.7441533009064,834.9507826684355
58,58,0,1024.1469086379602,896.5411389887479
59,59,0,1021.9472530550919,966.9301176405331
60,60,0,1007.649491766448,1056.0161687466991
61,61,0,1009.8491473493162,1053.8165131638307
62,62,0,985.652935937765,1045.0178908323576
63,63,0,943.8594798632674,1030.7201295437137
64,64,0,903.165851580204,1032.919785126582
65,65,0,869.0711900457455,1036.2192685008845
66,66,0,831.6770451369846,1038.4189240837527
67,67,0,798.6822113939602,1036.2192685008845
68,68,0,737.0918550736479,1010.9232292978991
69,69,0,696.3982267905844,993.3259846349526
70,70,0,652.4051151332187,921.8371781917332
71,71,0,579.816480898565,906.4395891116551
72,72,0,508.32767445534546,888.8423444487088
73,73,0,434.63921242925835,933.9352838975085
74,74,0,400.54455089479984,1043.918063040923
75,75,0,341.153850157356,959.2313231004939
76,76,0,286.16246058564866,958.1314953090597
77,77,0,227.87158763963896,1002.1246069664255
78,78,0,193.77692610518045,963.6306342662303
79,79,0,143.1848476992097,966.9301176405329
80,80,0,92.592769293239,1032.9197851265817
81,81,0,62.89741892451704,960.331150891928
82,82,0,38.70120751296585,976.8285677634402
83,83,0,32.10224076436097,1008.7235737150305
84,84,0,31.002412972926834,1012.0230570893328
85,85,0,28.80275739005853,1037.3190962923181
86,86,0,28.80275739005853,1025.2209905865425
87,87,0,28.80275739005853,1034.0196129180158
88,88,0,29.902585181492697,1034.0196129180158
89,89,0,29.902585181492697,1025.2209905865425
90,90,0,29.902585181492697,992.2261568435183
91,91,0,31.002412972926834,974.6289121805719
92,92,0,51.89914101017561,919.6375226088646
93,93,0,59.5979355502146,866.8457886200256
94,94,0,60.697763341648766,811.8543990483183
95,95,0,52.99896880160975,759.0626650594794
96,96,0,79.39483579602924,726.067831316455
97,97,0,78.29500800459508,729.3673146907574
98,98,0,70.59621346455609,729.3673146907574
99,99,0,36.50155193009755,726.067831316455
100,100,0,60.03971119133553,706.0938628158844
