,t,hexbug,x,y
0,0,0,566.7339149400218,386.6564885496183
1,1,0,733.5038167938931,234.01962922573605
2,2,0,910.1668484187567,96.92911668484186
3,3,0,1086.8298800436205,54.529989094874566
4,4,0,1146.1886586695746,78.55616139585604
5,5,0,1150.4285714285713,58.76990185387129
6,6,0,1158.9083969465648,60.18320610687019
7,7,0,1165.9749182115593,70.07633587786256
8,8,0,1164.5616139585604,70.07633587786256
9,9,0,1157.495092693566,101.16902944383858
10,10,0,1163.1483097055616,75.72955288985821
11,11,0,1164.5616139585604,132.26172300981457
12,12,0,1150.4285714285713,197.2737186477644
13,13,0,1156.081788440567,255.2191930207197
14,14,0,1103.7895310796073,352.7371864776445
15,15,0,1144.7753544165757,468.6281352235551
16,16,0,1141.9487459105778,600.0654307524536
17,17,0,1136.2955288985822,723.0229007633587
18,18,0,1149.0152671755725,819.1275899672846
19,19,0,1011.9247546346783,816.3009814612868
20,20,0,898.0472440004055,814.8876772082879
21,21,0,763.6336916249035,832.7394771331594
22,22,0,607.1679158127955,885.2447710298397
23,23,0,441.2511870992852,941.9504884382548
24,24,0,285.835517165111,1003.9067352363377
25,25,0,145.12132952200724,921.9984767575161
26,26,0,55.8623298976504,832.7394771331594
27,27,0,84.21518860185788,736.1297363632673
28,28,0,49.56169463004875,731.9293128515328
29,29,0,96.8164591370612,704.6265600252589
30,30,0,54.81222401971681,682.5743365886531
31,31,0,40.110741728646275,699.3760306355907
32,32,0,35.91031821691183,748.7310068984705
33,33,0,33.8101064610446,771.8333362130099
34,34,0,30.659788827243773,741.3802657529352
35,35,0,45.361271118314306,739.2800539970681
36,36,0,38.01052997277904,756.0817480440057
37,37,0,41.160847606579864,731.9293128515328
38,38,0,48.51158875211513,728.778995217732
39,39,0,36.96042409484542,742.4303716308689
40,40,0,48.51158875211513,726.6787834618647
41,41,0,36.96042409484542,757.1318539219394
42,42,0,35.91031821691183,731.9293128515328
43,43,0,71.61391806665455,650.0210543727112
44,44,0,68.46360043285372,617.4677721567692
45,45,0,78.96465921218982,552.3612077248854
46,46,0,127.26952959713589,465.2024198563958
47,47,0,178.72471761588278,312.9370675560223
48,48,0,239.63085853603184,139.66959769697658
49,49,0,276.38456426370817,37.809327537416394
50,50,0,361.4431403763306,50.41059807261972
51,51,0,468.5539399255588,134.41906830730852
52,52,0,587.2159041320567,161.72182113358238
53,53,0,741.5814681882974,131.2687506735077
54,54,0,921.1495733149449,123.91800952797243
55,55,0,1107.018313709194,91.36472731203051
56,56,0,1154.2730782162062,53.560915706420545
57,57,0,1157.4233958500072,54.61102158435416
58,58,0,1152.1728664603388,76.66324502095998
59,59,0,1159.523607605874,69.3125038754247
60,60,0,1160.5737134838078,110.26663311483549
61,61,0,1155.3231840941398,176.42330342465294
62,62,0,1175.2751957748783,223.6780679316654
63,63,0,1113.3189489767956,329.73876160296
64,64,0,1154.2730782162062,429.498820006653
65,65,0,1122.7699018781977,542.9102548234829
66,66,0,1140.6217018030693,680.4741248327858
67,67,0,1104.9181019533262,829.5891594993583
68,68,0,995.707090648231,947.2010178279226
69,69,0,904.3478792680067,1055.3619232550845
70,70,0,786.7360209394426,1023.8587469170761
71,71,0,662.8235273432766,1030.1593821846777
72,72,0,523.1594455781064,1012.3075822598064
73,73,0,366.6936697659986,952.4515472175906
74,74,0,209.17778807595707,950.3513354617234
75,75,0,55.862329897650056,967.1530295086611
76,76,0,55.862329897650056,899.9462533209102
77,77,0,40.110741728645905,805.4367243068853
78,78,0,36.96042409484508,705.6766659031923
79,79,0,50.611800507982,675.2235954431176
80,80,0,54.81222401971644,663.672430785848
81,81,0,65.31328279905253,648.9709484947774
82,82,0,62.162965165251734,637.4197838375077
83,83,0,42.21095348451311,641.6202073492422
84,84,0,48.51158875211479,637.4197838375077
85,85,0,59.01264753145088,633.2193603257732
86,86,0,59.01264753145088,633.2193603257732
87,87,0,56.912435775583646,635.3195720816404
88,88,0,56.912435775583646,635.3195720816404
89,89,0,62.162965165251734,636.3696779595741
90,90,0,49.56169463004838,629.0189368140389
91,91,0,50.611800507982,629.0189368140389
92,92,0,54.81222401971644,633.2193603257732
93,93,0,54.81222401971644,633.2193603257732
94,94,0,48.51158875211479,633.2193603257732
95,95,0,47.46148287418117,641.6202073492422
96,96,0,53.76211814178282,640.5701014713085
97,97,0,55.862329897650056,635.3195720816404
98,98,0,59.01264753145088,634.2694662037069
99,99,0,52.42525215160242,641.6548920461615
100,100,0,52.27075812274359,642.9314079422383
